id,label
108983,0
105751,1
102225,0
104590,0
103987,1
102651,1
109613,0
102198,0
101362,0
101982,0
108752,0
101961,1
107444,0
101311,1
112046,1
107837,1
112964,1
102211,1
104558,1
111527,1
100542,0
105063,0
100775,1
100583,1
109617,1
109889,1
107020,1
111086,0
111779,1
105958,0
106072,0
106345,0
108396,0
104705,1
101547,0
103823,1
112585,1
104380,0
111148,1
104773,0
108589,1
101811,0
103091,1
104477,1
112525,0
105663,0
103515,0
111490,0
104174,1
102450,0
109444,0
100315,1
112664,0
110022,1
100062,1
101198,1
103676,1
108226,1
100250,0
100007,1
112684,0
105673,1
106954,0
103181,1
103404,0
112769,1
100075,1
110087,1
102463,1
103295,1
106797,0
111897,0
102790,0
112815,0
112012,1
101599,0
107398,1
104330,0
100781,0
105999,0
103207,0
108010,1
107464,0
102354,1
101182,0
111907,1
108339,0
104949,0
101336,1
105113,0
104422,1
109487,1
109290,0
105651,1
103060,1
108779,0
110096,0
109690,0
110062,0
108847,1
107521,0
104271,1
110103,1
108920,0
112640,1
105181,0
112857,1
101810,0
106719,0
103434,0
110608,1
104361,0
102482,0
102079,1
111291,1
108717,1
112553,1
110969,0
103225,1
111107,0
110610,0
110989,0
101317,0
103427,0
106909,0
108570,1
112521,0
110469,0
112786,0
107960,1
102618,0
112865,0
102331,0
112148,0
106467,1
102360,0
111390,1
109765,0
112116,1
111596,0
112145,0
111555,1
112542,1
110076,0
103236,0
113027,0
103227,0
102553,1
102082,1
105067,1
111804,0
107298,0
109753,0
101666,0
109427,1
106721,0
110681,0
103719,1
107553,1
105174,0
112551,1
105776,1
100535,1
100770,1
109681,0
104678,1
102408,0
105741,1
111035,0
111830,0
100959,1
110429,1
112475,1
109387,0
108480,0
106169,1
100265,1
101363,1
101270,1
109173,0
105088,1
111486,1
110327,1
106275,1
106837,1
105935,0
101828,0
109683,0
102752,0
103152,0
101727,1
109213,1
106201,0
112324,0
104595,0
105306,0
101601,1
103656,0
111551,1
107862,1
103745,1
111403,0
105017,1
100292,1
109002,1
112787,1
103541,1
100009,0
102033,1
100397,0
109845,1
109386,1
103716,1
100232,0
110121,0
100023,0
105260,1
105614,0
108604,0
108095,1
106188,0
106297,0
110465,1
101597,0
106278,1
112421,0
109079,1
111384,0
108797,0
108868,0
111879,1
107191,1
104181,1
106729,0
111181,0
106179,1
109449,0
112328,0
104651,0
112197,0
104959,0
100756,1
108038,1
101224,1
100348,0
102663,1
110706,0
111948,0
103899,1
100918,1
107683,1
104598,1
107841,0
112885,1
101103,0
104684,1
100213,0
106752,0
100891,0
110999,0
108922,0
108146,0
112074,1
102242,0
107842,1
110334,1
110727,1
107367,1
102064,1
101852,1
105570,1
112458,1
102647,1
104474,1
112953,1
106916,0
104802,1
108014,0
102946,1
103047,0
100845,0
104162,0
110050,0
111881,0
105792,0
112179,0
112212,0
102577,1
103071,0
104640,1
109001,0
104266,1
107371,0
111463,1
111029,1
104160,1
111660,0
112839,0
109653,1
108173,1
107530,1
103839,0
104208,0
101619,0
110854,1
112777,0
101654,0
110303,0
107414,1
104351,1
112115,0
107221,1
101833,0
108492,1
105197,0
101481,0
108854,1
107000,1
109482,0
107017,0
108891,0
112288,1
105527,1
106506,1
104599,1
107374,1
103834,1
112911,1
101849,1
103400,0
109537,1
104092,0
108941,1
112590,0
110122,1
108059,0
109039,0
103506,1
104956,1
102601,0
101755,1
108811,1
109655,1
104805,1
105010,0
101325,1
107810,0
107189,1
107698,1
102928,1
107372,0
102407,1
112305,1
103377,0
101529,0
109090,1
112947,1
109964,1
112679,0
110925,1
101015,0
112265,0
110317,1
112709,0
100608,1
111197,0
107320,1
110246,1
109251,0
103452,0
108441,1
110080,0
112870,0
104716,1
111441,1
110688,1
110495,1
100096,1
100989,0
103633,0
106357,0
107657,1
100725,1
107210,0
104521,0
111791,0
102376,1
108827,0
106084,0
107796,0
106640,0
102951,1
104682,0
107386,0
108213,0
101443,1
112268,0
104639,1
100584,1
107037,0
109426,1
104409,0
107566,0
101732,0
101413,0
109176,1
102352,0
107481,0
109239,0
100123,1
110375,0
104721,1
106483,1
110535,1
109272,1
102947,0
105432,0
102336,1
110029,1
111675,1
104215,1
100511,0
100729,1
106561,0
102419,0
103111,0
105586,0
107171,1
101756,0
105820,1
108105,1
101831,1
106830,0
105901,1
108063,1
108086,1
109931,0
101744,0
112516,1
112959,0
103124,1
109296,1
101012,1
108865,0
108411,1
112832,0
105110,1
110475,1
105207,1
110542,0
107224,0
108446,0
103001,1
109024,1
110166,0
100517,1
108635,1
110756,1
109775,0
110837,1
110649,0
108559,1
104519,1
106303,0
109123,1
100632,1
107250,1
102062,1
106427,0
103979,0
100141,0
100956,0
107557,1
112136,0
104414,1
109398,0
105313,0
107732,1
100518,1
109664,0
107348,0
110872,0
110193,0
103062,0
104095,1
100839,1
100679,0
103808,1
104689,1
102205,0
105716,0
109008,1
100912,1
102233,1
111171,0
104952,1
101036,1
103840,1
104688,1
102600,1
102998,0
100837,0
105423,0
110731,1
110032,1
104738,1
100648,0
106583,0
103628,0
108799,0
109243,0
106111,0
112632,0
105602,1
101969,1
102089,1
110461,1
100432,1
101802,0
110000,0
100610,1
109549,1
108252,1
110505,1
101316,0
112287,0
101720,0
102073,0
111337,1
103824,1
104993,0
107356,1
105052,1
112466,0
106298,0
112188,0
112286,0
112878,0
104822,0
100667,0
101283,1
109004,1
103185,1
105290,0
111799,0
109023,0
110664,1
103453,1
108946,1
108515,0
104425,0
100428,1
111615,0
104515,1
110060,1
107337,1
103421,0
101150,1
109985,0
106214,0
107213,1
103648,1
107335,1
107285,0
102311,0
103511,0
103315,1
101252,0
101110,1
106090,1
110466,1
110306,1
102019,1
106053,1
108093,0
100864,0
107956,1
109979,1
107637,1
110887,1
109621,1
105127,0
111417,1
108725,0
100748,1
100037,1
112432,0
108765,0
103330,1
108413,1
111854,1
109714,0
102356,0
106631,0
112716,0
108484,0
103220,1
102286,1
111589,0
105280,0
109998,1
109689,0
110621,1
111558,0
104341,0
110486,1
103723,0
101119,0
100314,1
107697,1
107064,0
105736,0
108111,0
111811,0
107642,1
103492,1
108359,1
108652,0
104547,0
108981,0
106720,1
102515,1
106045,1
101647,0
101450,1
100223,0
102815,0
110091,1
109981,1
103444,1
109676,1
107754,1
108616,0
104654,0
103827,1
111388,1
106548,0
106645,0
109542,0
108669,0
105156,0
101975,1
108747,0
104373,0
108999,1
105475,1
100761,1
102629,0
110098,1
110150,1
109634,0
103755,0
104793,0
100106,1
100657,0
101883,1
102038,0
110973,0
101919,1
110369,1
101068,1
100552,0
101390,1
110370,1
107055,1
112973,0
112622,1
102447,1
104618,0
107685,1
111212,0
109777,1
104018,0
110978,1
103208,1
106829,0
110207,1
102317,1
110738,0
100101,0
104484,0
110139,0
103920,1
112568,0
102902,0
105824,1
107572,0
102504,1
111724,1
108524,0
107815,0
110915,0
111395,0
105811,1
109922,1
102668,0
104016,1
102039,0
100576,1
111233,0
101571,0
111351,0
108862,1
105859,0
107302,1
106508,1
110950,1
110661,0
102429,0
111383,0
104896,1
103024,1
110135,1
106902,1
104707,0
102639,1
113002,1
102107,1
110271,0
107505,1
105448,1
103667,1
112661,1
105148,0
102851,1
110278,1
112462,0
108701,1
108859,0
112348,0
104389,1
112598,0
112105,1
108457,0
112468,0
104535,0
110928,1
105402,1
109498,0
112529,0
101347,0
106526,1
102657,1
106245,0
101559,0
109014,1
101333,1
104946,1
104433,1
107220,0
105916,1
112967,0
101063,1
103415,1
108282,1
105245,1
106029,0
108025,1
106266,1
104428,0
105269,0
111658,0
110254,0
107355,1
102773,1
112171,0
108415,0
101220,1
109237,1
102161,1
110141,1
107692,1
111929,0
106847,0
100654,1
109198,0
105945,1
100803,0
105227,1
107610,0
102259,1
101885,0
104772,1
110311,1
105329,1
105133,1
109464,0
109157,0
102896,1
102394,0
102328,0
104323,1
100203,1
101787,0
109624,1
102385,1
106557,0
100842,0
108593,0
105548,1
104362,1
111965,1
100673,1
111285,0
101028,0
108449,0
105169,0
111225,1
102736,0
108294,1
101580,1
112337,1
101306,0
102130,1
108210,0
107483,0
110421,1
101382,0
112368,1
101191,0
102197,1
112100,1
103435,0
106459,0
100424,1
111801,0
105922,1
103600,1
102615,0
103272,0
102069,1
107469,1
110219,1
109314,1
107799,1
109547,1
105386,0
101516,0
103793,1
112851,1
103791,1
109513,1
106904,1
105476,0
111466,1
101061,1
111444,0
109638,0
104791,0
108462,0
100242,0
100762,1
100024,0
100149,0
100435,0
101895,0
109920,0
111566,0
111173,0
104031,1
108130,1
108198,0
102490,1
102531,1
108114,0
108910,0
109107,1
100175,0
108704,0
105563,1
106969,1
103245,1
103854,0
104862,0
110102,1
107742,0
100494,0
100026,1
104741,0
107461,1
106485,0
112770,1
105315,1
106256,1
106987,1
107050,0
108137,0
104102,0
104432,1
109894,1
105338,0
110690,0
106659,0
109207,1
106511,0
103634,0
106499,1
106771,0
104481,1
100745,1
106108,1
109225,0
111346,0
102649,1
105385,0
106136,1
104831,1
101285,1
101742,0
105770,1
100071,1
111105,1
109505,1
104622,0
107434,0
105721,0
100053,1
109991,1
107886,0
107552,0
107707,0
109897,0
101492,1
110414,1
101071,1
106696,1
110991,1
109046,0
105363,1
109733,0
103994,1
107775,1
103112,0
104864,0
112106,0
100621,0
110001,0
108655,1
104871,0
106600,0
107063,1
106028,1
100505,0
109308,0
103344,0
111777,0
112239,1
112774,0
111459,0
102196,0
112549,0
111117,1
102232,1
109462,1
101693,1
109829,0
110772,0
112920,1
107991,1
103727,0
100312,1
106047,0
105578,1
111755,1
111494,1
105969,0
103135,0
102802,0
100226,1
100879,0
106606,1
102156,1
107327,0
103147,0
101082,1
111835,0
108081,1
105115,0
104816,1
111296,1
106955,0
101076,1
105889,0
100502,0
111043,1
102838,1
100644,1
107005,0
112600,1
112102,0
109453,1
107170,0
101976,1
100207,1
101014,1
104567,1
102368,0
102008,1
110877,0
110537,1
106091,0
103449,0
109789,1
111175,0
110801,1
101184,0
100310,1
106399,1
108329,0
105493,1
112700,0
101244,1
101673,1
107734,1
107655,1
107136,1
104840,1
103176,1
110809,1
107936,1
104951,1
101470,1
105211,1
110689,1
105504,0
100486,1
112612,1
109818,0
101209,1
103182,0
106382,0
101189,1
111110,1
107539,0
110536,0
103068,1
111930,1
107979,1
111934,0
107844,1
106636,0
111646,1
112467,1
106398,0
105229,1
102811,1
111740,1
102475,0
102435,1
100266,0
108893,1
103620,1
100306,1
109771,1
107149,0
101429,0
102822,0
101570,0
112513,0
112822,1
101265,0
101583,0
107816,0
109626,0
108275,0
112090,0
110931,1
100221,1
102666,1
101178,0
109593,1
107787,0
106329,0
101253,0
111728,1
111593,0
101070,0
102216,1
100797,1
108966,1
106543,1
100682,0
100084,0
112657,0
110800,1
102605,1
104977,0
105020,1
103844,1
100816,1
100571,1
109263,0
105980,0
106174,0
107911,0
111559,0
110820,1
104006,0
100367,1
100346,0
101606,1
101501,0
111873,1
102307,0
101458,1
104552,0
102200,1
112867,1
100032,1
103306,1
110613,0
110402,1
104916,0
105918,1
103778,1
112473,0
109962,0
108064,1
105788,1
112162,1
111418,1
111577,0
108163,0
109700,1
110575,0
101586,0
111183,1
101826,1
108367,0
103361,0
104212,1
103902,1
105495,1
100138,0
102745,0
100474,1
104057,0
104325,0
103592,0
105328,1
100740,0
105139,0
107599,0
107590,0
105000,0
106716,0
108744,1
105874,0
105547,0
103787,0
101328,0
111864,1
108638,0
108992,0
108203,0
102127,0
108373,1
110406,1
112080,0
107452,0
105446,1
103935,1
107357,0
105685,0
110363,0
102203,0
103955,1
105790,0
100093,1
101980,1
100404,1
102878,1
103804,1
106792,1
100844,1
111152,1
110622,0
103984,0
109309,0
107029,0
103872,1
107567,0
107425,1
103049,1
105048,1
102832,1
103683,1
104930,1
106597,1
100489,0
108613,1
102346,1
105911,0
107382,0
105123,1
109499,1
112327,0
111164,1
111629,0
108721,1
110685,0
105844,0
111815,0
107077,0
105924,0
103726,1
107152,0
107091,1
110245,0
110446,1
104675,0
106594,1
110697,1
112611,0
104153,1
101078,1
107494,0
107044,1
103438,1
102000,0
103177,1
103210,0
101773,1
102854,1
109451,1
104728,1
104462,1
107128,0
110804,0
103812,1
109305,0
104957,1
110522,1
102941,1
110582,1
106472,0
110040,0
107430,1
111695,0
102972,1
109953,1
103605,1
111994,0
100274,1
104360,1
107920,1
106949,0
110570,0
102132,0
105523,1
100660,1
100669,1
108113,1
110647,1
110342,0
112465,1
107957,0
107740,1
100513,0
108349,1
105984,0
104041,0
101840,0
111633,0
108309,0
110920,1
110541,0
109652,0
104029,0
108423,1
100941,0
100128,0
108530,1
100562,0
109848,1
102500,0
100080,0
103080,1
111240,1
103770,0
109659,1
103801,0
111865,1
104213,1
112800,1
104915,0
102186,0
101108,1
104649,1
104023,1
104198,0
107164,1
104983,1
102454,1
108212,1
103621,0
111501,0
109415,0
105510,0
100392,1
109670,0
110768,0
109085,0
102986,1
111267,0
103414,0
100641,0
112068,0
109163,1
103228,0
103342,0
100515,1
104482,0
111318,1
100662,1
103674,1
112557,0
113032,1
107151,0
102199,1
104089,1
107122,1
110670,0
111758,1
107139,0
108521,1
112364,1
106683,1
101391,1
108769,0
100219,1
102182,1
108310,0
101804,0
104606,0
107664,0
106992,1
107441,0
102638,0
104850,0
111330,1
101366,0
111478,1
111266,1
107569,0
109310,0
101155,1
112196,0
108412,0
110930,0
112139,0
106735,1
112078,1
100279,1
105623,1
106241,0
111780,0
112971,0
109928,1
112358,0
104892,1
105391,1
101346,1
110384,0
107793,1
109637,0
103540,0
108543,0
106943,1
110201,0
112933,0
112804,1
104201,1
102548,1
110157,1
107581,1
107016,0
102133,0
101069,0
106811,0
105431,1
101990,0
110186,1
107183,1
111776,0
110116,0
110838,1
109369,0
110668,1
104446,1
111404,0
112744,1
102952,1
107427,0
108098,1
103200,1
100158,1
101245,0
105576,1
103784,1
111018,0
112319,1
110391,0
112625,1
112126,1
104104,0
110715,0
107182,0
106013,1
103907,0
100743,1
100327,1
108048,1
111060,1
101104,0
110994,1
104623,1
100539,0
104338,1
103758,0
108431,0
104155,1
106092,1
108301,1
108045,0
108249,1
112675,1
109995,1
112299,0
101777,1
107417,0
100276,0
111607,0
109500,1
103297,1
104078,1
111807,0
107548,1
100168,0
103783,0
102301,1
112195,0
104379,0
100381,0
110142,1
100446,0
108324,1
104511,1
103313,1
102410,0
108099,0
109485,1
110099,0
101427,0
107849,0
112323,0
102357,0
102431,1
101259,0
100150,0
104121,1
102581,0
111996,0
102295,0
103166,0
103271,1
101393,1
105307,0
103441,1
101484,0
110015,1
103426,0
109029,0
105587,1
107223,1
112052,1
102192,1
105301,0
111771,1
106615,0
108740,1
107288,0
100950,0
107826,0
111874,1
108377,1
110378,0
107474,1
111415,0
107115,1
110856,1
103136,1
106655,1
103397,1
110958,1
100613,0
100713,1
108828,1
103134,0
105120,0
105789,0
102814,1
100921,1
101109,1
103855,0
105268,1
102013,1
105886,0
102858,1
101422,1
112404,1
108493,1
103487,1
104234,0
107485,0
100533,0
101651,0
108403,1
106055,1
105361,0
100605,1
105926,0
111053,0
101262,1
110709,0
104776,1
105064,0
109779,0
105477,0
100249,0
105858,1
104232,1
104642,0
102650,1
100855,1
105661,1
108602,1
100878,0
111635,1
104934,0
100899,0
104453,1
105761,1
105186,1
111332,1
107385,0
107105,1
106504,1
108159,0
111493,1
107864,0
111880,1
109076,0
100672,1
105217,0
104708,1
104412,1
102658,0
107919,1
108135,0
108566,1
103360,0
112365,1
112511,1
110472,1
102380,1
106087,0
107256,0
101046,1
110792,0
104961,1
105906,1
104902,0
105764,0
108948,1
106778,0
112579,1
102006,1
107014,0
102927,1
106574,1
109056,0
112273,1
103905,0
112766,0
102898,1
101891,1
103752,0
102547,0
102292,1
107061,0
108371,0
102585,1
109467,0
102754,1
111872,1
105739,1
111442,0
110129,0
101019,1
101625,0
104580,0
109128,0
103561,1
112234,0
109766,1
103697,1
112721,0
112149,0
102070,1
102636,0
112849,1
110884,1
105040,1
111508,1
103259,0
101892,1
110817,1
100751,0
110624,0
105524,0
100127,0
103574,1
103066,1
100971,1
100708,1
109277,1
111038,1
100370,0
109278,1
107225,1
102685,1
102837,1
107771,0
105633,1
101541,1
109660,1
106908,0
107178,0
103941,1
100822,0
101364,0
112199,1
104030,0
107561,1
110090,0
102313,1
101626,1
106628,1
112030,1
101471,1
105910,1
109254,0
107053,0
100861,0
112430,1
107197,1
110657,0
110788,0
112701,0
103829,0
100691,0
109210,1
103764,0
101297,0
111972,1
104269,1
108733,1
111411,0
105942,1
112489,1
103425,0
112312,1
108605,1
109739,0
108079,0
105832,0
104137,0
110366,0
108199,0
105802,0
111012,0
106232,1
110292,0
101350,0
110745,0
111923,1
101157,1
103119,1
104718,1
105825,1
107040,1
109117,1
104118,1
106365,1
105443,0
111859,1
100588,1
109561,1
101372,0
102565,1
110203,1
111074,0
112345,0
111423,1
108776,0
105225,1
105265,0
105214,0
107448,1
105164,1
107533,1
109788,0
111497,0
108519,1
107751,0
105686,1
105620,1
112308,1
105960,0
109348,0
112020,0
110890,1
107856,1
100914,0
100825,0
107206,1
109924,0
112923,0
103401,1
109810,1
112495,1
109834,0
100981,0
102110,0
106856,0
101963,1
103925,1
104804,0
100343,1
106652,1
111532,0
103978,0
107253,0
101237,0
100856,0
106002,0
103019,1
104743,1
103041,0
103461,0
104911,0
109963,1
100104,1
110645,0
105003,0
104158,1
111209,0
102702,0
110859,0
106917,1
101017,1
108115,0
104069,0
106456,1
110603,0
111094,1
109569,1
103976,1
112083,1
102774,0
100674,0
113017,1
110221,0
103268,0
103713,0
103327,0
111377,1
112218,1
100994,0
109557,1
109209,0
108692,1
107304,1
100522,0
111884,0
100952,1
102144,1
105932,0
102383,0
107625,1
107324,1
103348,1
102401,1
101546,0
101125,0
104286,0
109987,1
112452,0
107871,0
100303,1
112381,0
111447,0
107439,0
102170,1
112915,0
111639,0
100827,1
106839,1
102813,1
102890,0
106759,0
111355,1
102329,1
105293,0
101551,0
108504,1
110241,0
105288,0
106021,0
108379,0
110588,1
105422,0
103277,0
109150,0
104819,1
112636,1
110845,0
110528,0
112692,1
102656,0
105033,1
110981,0
100409,1
102820,1
101901,0
102058,0
109773,1
111236,1
102756,0
110456,1
108798,1
109242,0
112131,0
101419,0
102626,0
110559,0
110614,1
104002,1
101324,0
108141,1
105531,1
103636,1
103996,1
106726,0
107678,1
105553,1
110492,0
102825,1
100054,0
103911,1
108323,0
101569,1
109694,0
100965,1
104297,0
103206,1
109989,1
107549,1
102021,1
108538,0
101396,1
112742,1
111618,1
109635,0
107028,0
106462,0
103981,1
106378,0
108472,1
106956,0
105104,0
108645,0
103951,1
105575,0
108164,0
104020,0
110599,1
102514,0
110065,0
106032,1
106965,1
113012,0
106150,0
109745,0
110309,0
110220,1
106097,1
100109,0
110825,1
106025,1
109503,0
102620,0
103318,1
109289,0
108313,0
108448,1
105180,0
102893,0
107292,1
106968,0
104703,0
111316,0
111986,1
107623,1
109122,1
103917,1
105035,1
109564,0
111895,0
108314,0
108260,0
107603,1
107865,1
104758,1
112724,1
109328,1
110341,0
104049,1
104308,1
103429,1
103098,1
107046,1
108263,0
